"label","rating","claimed_at","id","aspect","sentence"
"2",4,,2341,"giao hàng","chất lượng sản phẩm tốt, giao hàng nhanh chóng"
"0",1,,1157,"đổi trả","cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm."
"0",1,,1158,"chăm sóc khách hàng","cửa hàng giao nhầm kích cỡ khi mình yêu cầu đổi lại thì 1 tuần hàng vẫn chữa về. mình hỏi lại cửa hàng thì báo dvvc lỗi nên không giao về được. sau đó mình yêu cầu giao lại thì cửa hàng báo không kịp do cận tết, mình cảm thấy rất bực mình về dịch vụ cskh của cửa hàng khi báo hàng đang được chuyển đi xong sau đó lại báo là nhầm đơn, và cửa hàng trả lời tn khách hàng rất chậm."
"0",1,,1159,"gia công","hàng xước vậy cũng giao cho khách. rất kỳ không hài lòng với cửa hàng"
"2",4,,2652,"kiểu dáng","so với giá sau giảm thì tạm ổn, vì may phom dáng tốt nhưng chất vải không đẹp với chiều cao cân nặng này cắt 1 gấu quần mới vừa"
"0",4,,2653,"chất liệu","so với giá sau giảm thì tạm ổn, vì may phom dáng tốt nhưng chất vải không đẹp với chiều cao cân nặng này cắt 1 gấu quần mới vừa"
"0",4,,2654,"kích cỡ","so với giá sau giảm thì tạm ổn, vì may phom dáng tốt nhưng chất vải không đẹp với chiều cao cân nặng này cắt 1 gấu quần mới vừa"
"2",5,,2655,"chất liệu","chất vải mịn tay lắm, mình mua tặng nên không biết ra sao. cskh ở cửa hàng rất tốt luôn và thái độ rất chu đáo, dễ chịu chất lượng sản phẩm thấy ổn, mong người thương của mình thích ló ehe"
"2",5,,2656,"chăm sóc khách hàng","chất vải mịn tay lắm, mình mua tặng nên không biết ra sao. cskh ở cửa hàng rất tốt luôn và thái độ rất chu đáo, dễ chịu chất lượng sản phẩm thấy ổn, mong người thương của mình thích ló ehe"
"2",5,,2657,"chất lượng","chất vải mịn tay lắm, mình mua tặng nên không biết ra sao. cskh ở cửa hàng rất tốt luôn và thái độ rất chu đáo, dễ chịu chất lượng sản phẩm thấy ổn, mong người thương của mình thích ló ehe"
"2",5,,2676,"Chất liệu","chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé"
"2",5,,2677,"Gia công","chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé"
"2",5,,2678,"Kích cỡ","chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé"
"2",5,,2679,"Chất lượng","chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé"
"2",5,,2680,"uy tín cửa hàng","nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình"
"2",5,,2681,"giao hàng","nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình"
"2",5,,2682,"đóng gói","nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình"
"2",5,,2683,"chất lượng","nhiều lần mua sp ở cửa hàng giao hàng nhanh, đóng gói cẩn thận. quần vải chất lượng, đường chỉ đẹp mặc rất thoải mái. rất chim ưng quần trong tầm giá này. ủng hộ nhiệt tình"
"2",5,,2352,"chăm sóc khách hàng","cửa hàng tư vấn nhiệt tình giải quyết vấn để của khách nhanh sản phẩm thì đây là lần đầu mua bên cửa hàng cũng thấy khá chim ưng quần âu mềm mại co dãn tốt lên kiểu dáng đẹp với giá tiền này là tuyệt vời lần sau mình sẽ ủng hộ tiếp nhé❤️"
"2",5,,2353,"chất lượng","cửa hàng tư vấn nhiệt tình giải quyết vấn để của khách nhanh sản phẩm thì đây là lần đầu mua bên cửa hàng cũng thấy khá chim ưng quần âu mềm mại co dãn tốt lên kiểu dáng đẹp với giá tiền này là tuyệt vời lần sau mình sẽ ủng hộ tiếp nhé❤️"
"2",3,,1190,"kích cỡ","giao đúng kích cỡ đúng màu. nhưng may hơi ẩu xíu, về, lỗi đường may...."
"2",3,,1191,"màu sắc","giao đúng kích cỡ đúng màu. nhưng may hơi ẩu xíu, về, lỗi đường may...."
"0",3,,1192,"gia công","giao đúng kích cỡ đúng màu. nhưng may hơi ẩu xíu, về, lỗi đường may...."
"0",3,,1193,"gia công","nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn ."
"1",3,,1194,"giao hàng","nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn ."
"2",3,,1195,"chất liệu","nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn ."
"1",3,,1196,"giá cả","nhiều chỉ thừa , giao hơi lâu so với dự kiến mém tí trật ngày qtrong . chất liệu tốt nói chung với tầm giá này khá là ổn ."
"1",3,,1197,"chất lượng","khi giao quần tới thì đã bị cắt cái khuy quần rồi có thể cửa hàng đã lấy quần cũ giao cho mình mình khálà không hài lòng về vấn đề này còn lại mọi thứ thì chỉnh chu đẹp"
"0",3,,1198,"kích cỡ","chán cửa hàng ghê, cái quần đầu mua ổn, kích cỡ số vừa vặn hỗ trợ cắt ống đúng như mình yêu cầu nhưng cái thứ 2 cũng kích cỡ 30 nhưng eo nó to như kích cỡ 31, bảo cắt cho mình còn 90 thì cắt còn dài hơn cái quần trc nữa"
"0",3,,1199,"kích cỡ","mua kích cỡ 26 mà quần như kiểu 30 31 vậy"
"2",5,,2354,"chất liệu","cửa hàng tư vấn nhiệt tình giải quyết vấn để của khách nhanh sản phẩm thì đây là lần đầu mua bên cửa hàng cũng thấy khá chim ưng quần âu mềm mại co dãn tốt lên kiểu dáng đẹp với giá tiền này là tuyệt vời lần sau mình sẽ ủng hộ tiếp nhé❤️"
"0",3,,1189,"kích cỡ","m74 70kg mặc kích cỡ này rộng với dài lắm ae xem sét😌"
"2",3,,1200,"kiểu dáng","kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm"
"2",3,,1201,"kích cơx","kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm"
"0",3,,1202,"gia công","kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm"
"1",3,,1181,"gia công","ủa rồi cái quần gì ngộ vậy cái chỗ cài nút đâu"
"2",4,,2658,"chất liệu","quần vải tốt nma mình mới mặc thử lần đầu cúc đã đứt mình còn chưa tháo mác"
"0",4,,2659,"chất lượng","quần vải tốt nma mình mới mặc thử lần đầu cúc đã đứt mình còn chưa tháo mác"
"0",4,,2660,"gia công","quần vải tốt nma mình mới mặc thử lần đầu cúc đã đứt mình còn chưa tháo mác"
"2",4,,2661,"giao hàng","sản phẩm giao hàng rất nhanh vì quãng đường cũng gần, chất lượng sản phẩm thì cũng thế thôi ổn"
"1",4,,2662,"chất lượng","sản phẩm giao hàng rất nhanh vì quãng đường cũng gần, chất lượng sản phẩm thì cũng thế thôi ổn"
"1",4,,2663,"Kiểu dáng","quần khá đẹp có điều nhiều chỗ vd túi may không vắt sổ. cửa hàng nên khắc phục việc vắt sổ đầy đủ để quần bền hơn. kiểu dáng dáng nên cải thiện ôm hơn một xíu thì sẽ đẹp hơn. biết là kiểu dáng baggy nhưng ống hơi to rất vải này có chất dãn nên ôm hơn xíu mới đẹp"
"0",4,,2664,"Gia công","quần khá đẹp có điều nhiều chỗ vd túi may không vắt sổ. cửa hàng nên khắc phục việc vắt sổ đầy đủ để quần bền hơn. kiểu dáng dáng nên cải thiện ôm hơn một xíu thì sẽ đẹp hơn. biết là kiểu dáng baggy nhưng ống hơi to rất vải này có chất dãn nên ôm hơn xíu mới đẹp"
"0",4,,2665,"Độ bền","quần khá đẹp có điều nhiều chỗ vd túi may không vắt sổ. cửa hàng nên khắc phục việc vắt sổ đầy đủ để quần bền hơn. kiểu dáng dáng nên cải thiện ôm hơn một xíu thì sẽ đẹp hơn. biết là kiểu dáng baggy nhưng ống hơi to rất vải này có chất dãn nên ôm hơn xíu mới đẹp"
"2",4,,2666,"Chất liệu","quần khá đẹp có điều nhiều chỗ vd túi may không vắt sổ. cửa hàng nên khắc phục việc vắt sổ đầy đủ để quần bền hơn. kiểu dáng dáng nên cải thiện ôm hơn một xíu thì sẽ đẹp hơn. biết là kiểu dáng baggy nhưng ống hơi to rất vải này có chất dãn nên ôm hơn xíu mới đẹp"
"1",3,,1203,"chất liệu","kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm"
"1",3,,1204,"giá cả","kiểu dáng quần tốt kích cỡ chuẩn hoàn thiện chưa tốt chi tiết và nhiều chỉ thừa chất vải mềm nhưng kiểu rẻ mặc nóng dày nchug tiền nào của lấy ai thích rẻ thì mua đánh giá thêm vì nay mình mới xem kĩ thấy đường may không chắc chắn chỉ nối loằng ngoằng tuột hết đường liên khết các mảnh vải thực sực đáng suy ngẫm trc khi mua rẻ nhưng không ứng dụng được tốt thì cũng không đáng lắm"
"2",3,,888,"chất lượng","vải khá thô, mình mua bị rộng đến 1 kích cỡ nên thôi đi sửa vậy giá này thì không kỳ vọng rất nhiều, ổn thôi"
"2",2,,429,"chất lượng","quần thì cũng được đấy chứ cửa hàng thì không ổn giao thì lâu mà lằng nhằng úa :"
"0",2,,430,"giao hàng","quần thì cũng được đấy chứ cửa hàng thì không ổn giao thì lâu mà lằng nhằng úa :"
"0",2,,431,"uy tín cửa hàng","quần thì cũng được đấy chứ cửa hàng thì không ổn giao thì lâu mà lằng nhằng úa :"
"0",2,,432,"kích cỡ","kích cỡ 28 mà lưng rộng 55kg mang còn tuột"
"0",2,,433,"chất liệu","2 cái quần tôi mua chung chỗ này, cùng giá tiền. lần đầu mua quần đen đậm rất ok.nên mới đặt mua thêm 1 cái nữa.lần sau giao chất liệu vải, màu quần không giống như lần đầu , rất bực."
"0",2,,434,"màu sắc","2 cái quần tôi mua chung chỗ này, cùng giá tiền. lần đầu mua quần đen đậm rất ok.nên mới đặt mua thêm 1 cái nữa.lần sau giao chất liệu vải, màu quần không giống như lần đầu , rất bực."
"2",3,,1205,"chất liệu","vải đẹp kiểu dáng rộng thoải mái. mình chọn kích cỡ 32 hơi rộng so với quần mình hay mặc. nhưng đường chỉ may dễ đứt dễ rách. mình mới mặc, ngồi xuống đã sứt chỉ."
"1",3,,1206,"kiểu dáng","vải đẹp kiểu dáng rộng thoải mái. mình chọn kích cỡ 32 hơi rộng so với quần mình hay mặc. nhưng đường chỉ may dễ đứt dễ rách. mình mới mặc, ngồi xuống đã sứt chỉ."
"0",3,,1207,"gia công","vải đẹp kiểu dáng rộng thoải mái. mình chọn kích cỡ 32 hơi rộng so với quần mình hay mặc. nhưng đường chỉ may dễ đứt dễ rách. mình mới mặc, ngồi xuống đã sứt chỉ."
"0",3,,1208,"giao hàng","đơn hàng bị mở toe toét không biết mình nhận hàng có phải chuẩn không nữa. chỉ thừa rất nhiều. lúc nhận được hàng là mình đang ngoài đường nhận được ngay luôn và thấy như clip."
"0",3,,1209,"gia công","đơn hàng bị mở toe toét không biết mình nhận hàng có phải chuẩn không nữa. chỉ thừa rất nhiều. lúc nhận được hàng là mình đang ngoài đường nhận được ngay luôn và thấy như clip."
"1",2,,1210,"giá cả","đáng với tiền mua, mặc mấy ngày không sao , sau mấy ngày sau vải bị xù lông , rất bực , mọi người không nên mua"
"0",2,,1211,"độ bền","đáng với tiền mua, mặc mấy ngày không sao , sau mấy ngày sau vải bị xù lông , rất bực , mọi người không nên mua"
"0",3,,889,"chất liệu","vải khá thô, mình mua bị rộng đến 1 kích cỡ nên thôi đi sửa vậy giá này thì không kỳ vọng rất nhiều, ổn thôi"
"2",5,,2355,"chất lượng","quần phải nói là đẹp rất chất vải mịn, co giãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, đề xuất mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"0",2,,1212,"gia công","nhiều chỉ dư túi rách hzz"
"0",2,,1213,"kiểu dáng","mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡"
"0",2,,1214,"chất liệu","mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡"
"0",2,,1215,"kích cỡ","mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡"
"0",2,,1216,"gia công","mua hàng được vài lần nhưng lần này trải nghiệm khá xấu nút quần đơm lỏng, mới mặc lần đầu bung bay nút"
"0",2,,1217,"gia công","mua lần 2 rồi mà lần này quần bị xước vải . còn lần trc thì lâu đã vậy còn bị xóa đánh giá nữa nể luôn"
"0",2,,1218,"uy tín cửa hàng","mua lần 2 rồi mà lần này quần bị xước vải . còn lần trc thì lâu đã vậy còn bị xóa đánh giá nữa nể luôn"
"2",5,,2667,"Màu sắc","ta nói, nhận quần xám về mà ưng cái bụng chất vải dày dặn , co dãn thoải mái mà mềm lắm nha. cửa hàng cskh rất cẩn thận , tư vấn hỏi để giúp mình chọn được kích cỡ hợp và đẹp . ưng lắm nha cửa hàng lên đồ chụp ảnh tặng cửa hàng nè 😀"
"0",2,,1219,"chất lượng","không giống như trong hình"
"0",2,,1220,"kích cỡ","bạn chọn kích cỡ quần theo bảng của cửa hàng mà bị ngắn mất tiu"
"1",3,,1221,"giá cả","vải: tuyết mưa nên cũng rẻ so với các loại khác mặc dù cửa hàng bán cũng méo rẻ lắm với mặt bằng chung của sàn. cạp dày chắc. đường may ổn đẹp .chê cái chỗ khoá quần máy như cc. thế méo nào không phẳng được khi ngồi là không khác gì thằng không cài khoá quần.cười quần thông thường mình mặc đũng quần tới cạp không tới rốn mà cái quần này qua luôn cả rồi 🥲cười past 2."
"2",3,,876,"chất liệu","vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :"
"1",3,,1222,"gia công","vải: tuyết mưa nên cũng rẻ so với các loại khác mặc dù cửa hàng bán cũng méo rẻ lắm với mặt bằng chung của sàn. cạp dày chắc. đường may ổn đẹp .chê cái chỗ khoá quần máy như cc. thế méo nào không phẳng được khi ngồi là không khác gì thằng không cài khoá quần.cười quần thông thường mình mặc đũng quần tới cạp không tới rốn mà cái quần này qua luôn cả rồi 🥲cười past 2."
"0",3,,881,"chất lượng","chất vải hơi chán so với mô tả mới mặc có 1 lần đã bị xù lông rõ chán, đang định đặt thêm mà như này rén ngang, hơi thất vọng mặc dù đặt hàng của shoppee mall"
"0",3,,884,"giao công","quần rất rộng, may bị lỗi, hư quần"
"0",3,,883,"kích cỡ","quần rất rộng, may bị lỗi, hư quần"
"2",5,,2356,"chất vải","quần phải nói là đẹp rất chất vải mịn, co giãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, đề xuất mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"0",3,,885,"chất lượng","quần rất rộng, may bị lỗi, hư quần"
"2",3,,886,"chất lượng","lần đầu mua thấy chất lượng tốt,xịn mặc thoải mái.lần này mua thì thấy chất lượng hơi giảm so với cái trước. do mình tin cửa hàng nên không quay video đến lúc coi lại mới thấy bị rách chỗ đũng quần nên hơi buồn."
"0",3,,887,"giao công","lần đầu mua thấy chất lượng tốt,xịn mặc thoải mái.lần này mua thì thấy chất lượng hơi giảm so với cái trước. do mình tin cửa hàng nên không quay video đến lúc coi lại mới thấy bị rách chỗ đũng quần nên hơi buồn."
"0",3,,882,"chất liệu","chất vải hơi chán so với mô tả mới mặc có 1 lần đã bị xù lông rõ chán, đang định đặt thêm mà như này rén ngang, hơi thất vọng mặc dù đặt hàng của shoppee mall"
"2",5,,2357,"giá cả","quần phải nói là đẹp rất chất vải mịn, co giãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, đề xuất mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"2",5,,2358,"uy tín cửa hàng","quần phải nói là đẹp rất chất vải mịn, co giãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, đề xuất mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"2",5,,2359,"gia công","quần phải nói là đẹp rất chất vải mịn, co giãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, đề xuất mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"2",5,,2360,"Kiểu dáng","rất đẹp mua về chỉ có bóp ống lại síu là tốt m69 62kg về chỉ bóp óng cắt line 1 phân là bận tốt luôn"
"1",5,,2361,"Kích cỡ","rất đẹp mua về chỉ có bóp ống lại síu là tốt m69 62kg về chỉ bóp óng cắt line 1 phân là bận tốt luôn"
"2",5,,2362,"Chất lượng","rất đẹp mua về chỉ có bóp ống lại síu là tốt m69 62kg về chỉ bóp óng cắt line 1 phân là bận tốt luôn"
"2",5,,2363,"Kiểu dáng","quần đẹp mình chọn đúng kích cỡ nên quần mặc rất vừa và đẹp vải mặc thoải mái, mặc chung với sơ mi đẹp"
"2",5,,2364,"Kích cỡ","quần đẹp mình chọn đúng kích cỡ nên quần mặc rất vừa và đẹp vải mặc thoải mái, mặc chung với sơ mi đẹp"
"2",5,,2365,"Chất liệu","quần đẹp mình chọn đúng kích cỡ nên quần mặc rất vừa và đẹp vải mặc thoải mái, mặc chung với sơ mi đẹp"
"2",5,,2366,"Chất lượng","quần đẹp mình chọn đúng kích cỡ nên quần mặc rất vừa và đẹp vải mặc thoải mái, mặc chung với sơ mi đẹp"
"2",5,,2367,"giá cả","lần đầu mua quần của cửa hàng không nghĩ giá rẻ như thế mà lại được hàng chất lượng như vậy không hề có chỉ thừa luôn rất đỉnh cho sản phẩm."
"2",5,,2368,"chất lượng","lần đầu mua quần của cửa hàng không nghĩ giá rẻ như thế mà lại được hàng chất lượng như vậy không hề có chỉ thừa luôn rất đỉnh cho sản phẩm."
"2",5,,2369,"giao hàng","giao hàng nhanh, đúng với mô tả, đóng gói cẩn thận, gọn gàng, cửa hàng nhiệt tình"
"2",5,,2370,"uy tín cửa hàng","giao hàng nhanh, đúng với mô tả, đóng gói cẩn thận, gọn gàng, cửa hàng nhiệt tình"
"2",5,,2371,"đóng gói","giao hàng nhanh, đúng với mô tả, đóng gói cẩn thận, gọn gàng, cửa hàng nhiệt tình"
"2",5,,2372,"chăm sóc khách hàng","giao hàng nhanh, đúng với mô tả, đóng gói cẩn thận, gọn gàng, cửa hàng nhiệt tình"
"2",5,,2668,"Chất liệu","ta nói, nhận quần xám về mà ưng cái bụng chất vải dày dặn , co dãn thoải mái mà mềm lắm nha. cửa hàng cskh rất cẩn thận , tư vấn hỏi để giúp mình chọn được kích cỡ hợp và đẹp . ưng lắm nha cửa hàng lên đồ chụp ảnh tặng cửa hàng nè 😀"
"2",5,,2669,"Chăm sóc khách hàng","ta nói, nhận quần xám về mà ưng cái bụng chất vải dày dặn , co dãn thoải mái mà mềm lắm nha. cửa hàng cskh rất cẩn thận , tư vấn hỏi để giúp mình chọn được kích cỡ hợp và đẹp . ưng lắm nha cửa hàng lên đồ chụp ảnh tặng cửa hàng nè 😀"
"2",3,,894,"kiểu dáng","dáng đẹp mà mới mang 1 lần đả rách đùi . sút đường chỉ . đường chỉ không chắc chắn . đánh giá 5 sao r mà mới mang đi chơi cảm nhận chắc cho 3 sao"
"2",3,,893,"kích cỡ","đúng kích cỡ rất mặc lên mát mang đi học được"
"2",5,,2373,"Giao hàng","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"2",5,,2374,"Chất liệu","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"2",3,,1267,"giao hàng","giao hàng nhanh , quần bóc ra đã thấy bị xước vài chỗ"
"0",3,,1268,"đóng gói","giao hàng nhanh , quần bóc ra đã thấy bị xước vài chỗ"
"0",3,,1269,"màu sắc","quà đi tặng nên không rõ chất lượng nhưng màu ghi không đúng với màu mình mong muốn như hình lắm. giao hàng nhanh"
"2",3,,1270,"giao hàng","quà đi tặng nên không rõ chất lượng nhưng màu ghi không đúng với màu mình mong muốn như hình lắm. giao hàng nhanh"
"0",3,,1271,"chât lượng","chất rất xấu luôn ấy mỏng tèo sẽ không có lần sau . lúc đầu thấy mọi người đánh giá ổn nên mua may mà mình mua 1 chiếc"
"0",3,,1272,"chăm sóc khác hàng","tư vấn đổi sezi mà không đổi là seo dị"
"2",3,,1273,"chất liệu","vải được. ống quần khá rộng so với tưởng tượng"
"0",3,,1274,"gia công","vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh."
"2",3,,1275,"giao hàng","vải quần bị xúc sổ, sờn chỉ, may sơ sài, không đẹp như mong đợi, cửa hàng giao hàng nhanh."
"2",3,,1276,"chất lượng","chất lượng sản phẩm ổn so với tầm giá, hơi có ít vải thừa lộ ra ngoài, cửa hàng chú ý hơn lần sau nhé."
"0",3,,1277,"gia công","chất lượng sản phẩm ổn so với tầm giá, hơi có ít vải thừa lộ ra ngoài, cửa hàng chú ý hơn lần sau nhé."
"2",3,,1278,"chất lượng","hình ảnh chỉ mang tính chất nhận xu. hàng tạm ổn. phù hợp với gia tiền."
"2",3,,1279,"chất lượng","quần rất đẹp luôn mà lấy hàng chậm rất vì lấy hàng lâu nên làm lỡ việc tốt của mình nên mình cho 3 sao, nếu mà không lấy hàng chậm thì chô 5 sao là chắc chắn"
"0",3,,1280,"giao hàng","quần rất đẹp luôn mà lấy hàng chậm rất vì lấy hàng lâu nên làm lỡ việc tốt của mình nên mình cho 3 sao, nếu mà không lấy hàng chậm thì chô 5 sao là chắc chắn"
"2",3,,1281,"chất lượng","hình ảnh,video mang tính chất minh họa"
"2",5,,2375,"Gia công","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"2",5,,2376,"Kích cỡ","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"2",5,,2377,"Kiểu dáng","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"2",5,,2378,"Giá cả","cửa hàng giao hàng nhanh. chất vải rất tốt. đường chỉ đi đều. mặc lên người vừa với dáng mình. đáy quần cao nên che được phần bụng cho mấy bạn bụng mỡ. nói chung quần đẹp mà hợp vừa túi tiền"
"0",2,,596,"kích cỡ","rất rộng so với bẳng kích cỡ của cửa hàng lùi 1 kích cỡ vẫn rất rộng"
"2",5,,2743,"kiểu dáng","giao hàng nhanh, quần đẹp mặc thoải mái, khá vừa vặn theo kích cỡ tuyệt vời. sau mua ủng hộ cửa hàng 🥰🥰"
"2",5,,2744,"chất lượng","giao hàng nhanh, quần đẹp mặc thoải mái, khá vừa vặn theo kích cỡ tuyệt vời. sau mua ủng hộ cửa hàng 🥰🥰"
