"label","rating","claimed_at","id","sentence"
"1",2,,287,"quần mặc vừa kích cỡ vải tốt nhưng mình đặt 2 cái cửa hàng chỉ giao 1"
"0",2,,286,"đóng gói chắc chắn, giao hàng tạm, mua lần 2 thất vọng tràn trề luôn thua lần đầu tiên 🥲 đợt sau này quần kích cỡ thì nhỏ, lưng quần cứng khó chịu, vải thô cứng còn bị xù lông khi mặc ngồi gì giặt xong xù lông hết đít quần xấu ghê"
"0",1,,223,"cửa hàng giao sai sản phẩm xong bảo mình gửi lại hàng để hoàn tiền thì bảo chỉ hoàn lại tiền sp do là mình không ưng sp. ơ thế là cửa hàng giao sai sp rồi bắt khách nhận hàng à. có mỗi khâu cskh thôi mà làm cũng không xong rất mất thời gian của khách hàng. ai mua đồ thì để ý tí không lại bị dí sp rồi lại ăn quỵt luôn cả tiền giao hàng trả đồ cho cửa hàng"
"0",1,,231,"lần đầu mua thì đẹp lần sau mua cái quần màu đen sz30 như lần trc mà bị phai màu y như màu tím than rồi, kiểu dáng cũng rộng hơn lần trv mua"
"0",1,,233,"mua 3 lần trước thì ổn, đến lần thứ 4 rất xấu nhìn giữa quần cũ và quần mới cứ như 2 loại quần khác nhau."
"0",1,,234,"cửa hàng giao hàng rất lâu đặt hàng từ hôm mùng 10 đến tận 21 mơi nhân đk hàg"
"0",1,,235,"chắc mình cũng phải đen lắm mới gặp hàng như này, mua phải quần rách đũng"
"0",2,,417,"mới mặc 2 lần rách ròi. mặc dù không vận động chạy nhảy gì hết"
"0",2,,361,"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng"
"1",3,,549,"đây là lần thứ 2 mua lại sản phẩm này chỉ là khác màu thôi nhưng mà đợt này thì quần có điểm trừ lớn nhất là còn nhiều chỉ thừa. nhìn chung quần đẹp đúng màu, giao hàng nhanh, kiểu dáng đẹp"
"0",3,,652,"chất vải hơi chán so với mô tả mới mặc có 1 lần đã bị xù lông rõ chán, đang định đặt thêm mà như này rén ngang, hơi thất vọng mặc dù đặt hàng của shoppee mall"
"0",1,,275,"quần tư vấn kích cỡ về không mặc được luôn . chật trên rộng dưới . haiz. dặt màu đen mà lúc nhận màu ghi . chán"
"0",1,,276,"quần như cc không nên muazzzzzzzzzzzzgfdfffffttttg"
"0",3,,653,"quần rất rộng, may bị lỗi, hư quần"
"0",3,,654,"lần đầu mua thấy chất lượng tốt,xịn mặc thoải mái.lần này mua thì thấy chất lượng hơi giảm so với cái trước.do mình tin cửa hàng nên không quay video đến lúc coi lại mới thấy bị rách chỗ đũng quần nên hơi buồn."
"2",3,,655,"vải khá thô, mình mua bị rộng đến 1 kích cỡ nên thôi đi sửa vậy giá này thì không kỳ vọng rất nhiều, ổn thôi"
"0",2,,435,"đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng. vải quần nóng phù hợp mặc thu đông.thua hàng chợ bán cho công nhân"
"0",2,,436,"mua cho cháu cái quần mà bị chê rất ạ, đường may cong queo mặc lên lệch lạc mà giặt rồi nên mình không đổi được"
"0",1,,277,"kém chất lượng quần không giống hình treo đầu dê bán thịt chó"
"0",1,,278,"chỉ thừa rất nhiều, rất thất vọng về sp, lần đầu cũng như là lần cuối mua ở cửa hàng này"
"0",1,,279,"hàng xấu làm ăn vớ vẩn gửi hàng lỗi cho khách và không hỗ trợ đổi trả"
"0",1,,157,"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất :"
"0",2,,455,"chẳng biết bên cửa hàng bán hàng đắt khách ntn ,🤷 cá nhân thấy cskh kém"
"1",2,,516,"tiền nào của nấy thôi:"
"0",2,,517,"còn chưa cả mặc đã đứt cúc 😢"
"0",2,,314,"kiểu dáng khá xấu thô, đụng quần kéo đến cổ vẫn chưa hết"
"0",3,,792,"emmm mặc nhue cái quần mẹ em luônnn hơi buồn giờ sao cửa hàng"
"0",2,,282,"mua nên cân nhắc giá rẻ nên chất lượng kém á không ngon đâu giá tầm 140k là đúng giá không rẻ đâu"
"0",2,,518,"quần đẹp vải đẹp tuy nhiên trải nghiệm dịch vụ rất kém. mình đã nhắn tin với cửa hàng nhờ lên gấu nhưng cửa hàng không làm, thà đừng sinh thêm dv thì vẫn vui vẻ mang quần đi sửa nhưng đã có thêm để thu hút không mà không thực hiện thì thực sự mang đến cảm giác rất không tốt."
"2",4,,887,"sản phẩm đẹp phù hợp với giá tiền của học sinh, sinh viên công nhân viên nhà nước cũng như người đi làm trên toàn quốc, nếu có lần sau mình sẽ tiếp tục mua sản phẩm này"
"0",2,,288,"thật sự thất vọng về cách làm việc của cửa hàng mình đặt kích cỡ 29 nhưng cửa hàng gửi mình kích cỡ 32 ghi ở dưới đổi trả thì bảo gửi hàng lại rồi mà 1 tuần không thấy đâu"
"0",1,,253,"hàng xước vậy cũng giao cho khách. rất kỳ không hài lòng với cửa hàng"
"0",2,,331,"quần thiếu cúc"
"0",2,,332,"chỉ sờn, có đoạn thủng vải. biết là giá rẻ nhưng mà chất lượng chán ghê hê hê :"
"0",2,,418,"mới giặt lần đầu để mang chưa gì mà bị xù lông r ạ"
"0",2,,334,"sản phẩm xấu đường may không tỉ mỉ dẫn đến bung chỉ, phần may xổ cũng bị bung dẫn đến bung luôn sợi vải, nhiều chỉ thừa, vải mềm mỏng"
"1",2,,336,"mới mở hàng đã sút chỉ ở ống quần. sản phẩm đẹp dày dặn nhưng mới mua về đã bị sút chỉ."
"0",1,,259,"quần thì không có cúc vải xấu không có người đã thử trc không đáng với giá tiền không nên mua"
"0",1,,260,"áo không có mạc . nhăn nhó như của ai đó mang nhiều lần rồi . lần đầu cũng như lần cuối mua hàng"
"2",3,,648,"vải tạm , mọi người nên đặt lùi 1 kích cỡ vì nó rộng lắm luôn :"
"0",1,,261,"quần mua về thấy đục lỗ sẵn, hàng cũ hay gì bị lừa rồi, thấy nhiều lượt mua nên mua mà vậy thất vọng"
"0",1,,262,"vải không co giãn.chịu cửa hàng luôn.mình nghĩ cửa hàng uy tín mà quần mặc chán thật sự"
"0",3,,645,"đơn hàng bị mở toe toét không biết mình nhận hàng có phải chuẩn không nữa. chỉ thừa rất nhiều. lúc nhận được hàng là mình đang ngoài đường nhận được ngay luôn và thấy như clip."
"0",1,,230,"đổi kích cỡ rất là phiền phức mình đổi kích cỡ 29 cửa hàng gửi 28, với kêu chờ habgf 7 ngày không thấy phải nt cửa hàng thì cửa hàng mới nhớ mà gửi hàng mà gửi lộn kích cỡ rất chán giờ kêu đổi lại không biết nào mới được nhận haizzzzzz"
"0",1,,222,"cửa hàng làm ăn tất trách, mình đã nhắn hỏi xem hàng có nhận kịp không, cửa hàng nói kịp nhưng lại không báo cho khách về vấn đề thiếu hàng giao trễ tới khi hỏi lại kêu khách cứ trả hàng đi."
"0",1,,227,"kiểu dáng quần là quần công nghiệp, chỗ lại vừa, chỗ lại không vừa. mang đi sửa lại thì không sửa được. rất chán."
"0",1,,228,"chưa nhận được hàng mà kêu nhận được hàng làm mất phiếu giảm giá mình"
"1",2,,312,"tạm thời là hơi tốt"
"0",2,,313,"chán lắm giao hàng lâu đóng gói được kích cỡ bị sai sao ấy thường mình mạc kích cỡ 30 là vừa đẹp mà đặt cái này thì tho đùng"
"0",2,,315,"cửa hàng khi giao thì bị hư cái khóa quần😭😭"
"0",1,,239,"chất lượng và kiểu dáng quần kém và xấu vô cùng lưng quần thì như bị mục vải á mở loa hết cỡ để nghe tiếng mình căng phần lưng ra nó bị rách chỉ bên trong thật sự quần rất xấu mua 2 cái 300k như cái đách họ không biết sài được bền không nữa mua về mặc đi làm mà bán hàng vậy thì thua mình cũng rất chủ quan khi không kiểm tra kĩ mà đi xé tag và đem đi giặt 1 bài học cho đời :"
"0",1,,232,"mới mua về bị bung chỉ ra hết"
"0",1,,240,"mua tổng cộng 2 quần 2 áo mà cửa hàng giao có 2 áo 1 quần. nt cửa hàng chặn tn."
"0",1,,236,"không giống với hình ảnh, vải xấu"
"0",2,,432,"mình cảm thấy khá thất vọng vì kiểu dáng dáng quần xấu và chất vải cũng không đẹp,quần bị ngắn mặc dù đã chọn đúng kích cỡ mà cửa hàng chỉ😠😡"
"0",1,,241,"quần khác hoàn toàn và from khác với tôi mua khi trước. rất xấu và không bao h mua ở đây nữa"
"0",1,,242,"mặc được vài lần thì có dấu hiệu xù lông và bung chỉ, đây không phải cái đầu tiên mua của cửa hàng bị vậy nên coi lại chất lượng của quần. làm truyền thông tốt nhưng chất lượng như vậy là không được,"
"0",2,,304,"tuy đặt 2 quần cùng 1 kích cỡ nhưng 1 cái thì chẹt , 1 cái thì vừa"
"0",2,,437,"hình ảnh chỉ mang tính chất nhận xu. nhưng mà quần bò không đẹp so với giá tiền. đụng quần còn may lệch. nói chung không nên mua"
"0",2,,438,"không hài lòng về sản phẩm nhiều chỉ thừa và bị hỏng phần con đỉa quần"
"0",2,,439,"sản phẩm không đúng với kích cỡ đã cho"
"0",2,,333,"vải ổn nhưng màu khác so với ảnh , không đúng kích cỡ cửa hàng để"
"0",2,,440,"quần mua về không thể chấp nhận nổi so với mô tả, mặc lên dáng không hề giống so với trên hình ảnh, 180 thật sự phải xem xét lại"
"0",2,,441,"1m64, 48kg , đóng cúc quần không thở được : kích cỡ 28"
"0",2,,298,"chất lượng sản phẩm xaaus rat xau đóng gói sản phẩm rất đẹp và chắc chắn giao hàng nhanh"
"0",2,,442,"mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy"
"0",2,,378,"quần fom đẹp nmà vải xấu rất à về bị chê á nên là cân nhắc trc khi mua nha"
"0",2,,379,"thật sự mua cửa hàng 2 lần r . nhưng lần này thất vọng . chỉ bị bung lại phải đi sửa 🤷"
"0",2,,380,"quần có bị bung chỉ, nhắn tin không thấy cửa hàng phản hồi aaaaaaaassss"
"0",2,,381,"trước mình đặt 1 quần rồi mặc thích lắm nhưng lần này đặt thêm kiểu dáng dáng nó xấu hơn cái trước lắm"
"0",2,,335,"mình đã nhắn tin rất kĩ với cửa hàng nhờ tư vấn kích cỡ rất rất kĩ luôn, đến khi nhận được hàng thì eo ôi chênh lệch 1 tí thì không sao, đằng này cửa hàng tư vấn chắc chắn lắm mà ôi nó rộng, là tư vấn dữ chưa : , mình nhắn tin cửa hàng rept chậm, và lại để khách hàng phải chịu giao hàng săn sale dui dẻ dui dẻ nge lời cửa hàng tư vấn đặt kích cỡ gì h phải chịu thêm giao hàng đổi hàng nên thự bỏ luôn cái quần chứ rộng rất sửa mất hết kiểu dáng quần 😭"
"0",2,,300,"mua lần đầu thì rất tốt lần này là thứ 2 mà thất vọng khoá quần bị tuột ra ngoài gồi phải đem đi sửa nữa 🥲"
"1",2,,299,"quần đẹp kiểu dáng cũng đẹp . có mỗi tội cấn lễ giao rất lâu không có quần đi chơi với crush nên chấm 1 sao"
"2",5,,1191,"quần phải nói là đẹp rất chất vải mịn, co dãn tốt sờ thích, cạp quần chắc chắn dày dặn, miệng túi quần may dày chắc không lo bị rách nha, kích cỡ của cửa hàng khá chuẩn rồi, vừa mua của cửa hàng 1 cái nhận xong thấy ưng thích rất đặt thêm cái nữa: , đáng đồng tiền bỏ ra rất trời, sẽ ủng hộ khi có dịp khác, rcm mọi người mua nha, cửa hàng uy tín, 5 sao không nói nhiều:"
"0",2,,283,"rồi h xu không có cúc mà cũng gói hàng cho được khen hay luôn"
"1",4,,891,"mua luôn 2 cái có chỉ thừa, đã mua lần 2 của cửa hàng giao hàng nhanh chân hơi bé chắc mình phải chuyển mẫu to chân 1 chút"
"0",2,,289,"sản phẩm ở mức tạm được vì giá rẻ, hàng rộng hơn rất nhiều so với bảng quy ước, chat phản hồi khách hàng có nhưng từ sáng đến chiều tối, giao hàng thì siêu lâu nội thành mất 10 ngày."
"0",1,,237,"cửa hàng trả lời chậm muốn đổi hàng mà phải tốn phí cả hai chiều trong khi cửa hàng nhắn miễn phí đổi trả cho khách hàng"
"0",1,,238,"nhắn tin cửa hàng không phản hồi về việc kích cỡ quần . ảnh mang tính chất đánh giá . nhận hàng thứ 6 tuần trước đến giờ vãn không phản hôi . bù lại chất lượng quần với giá tiền đó thì tạm ổn nhiều chỉ thừa, may lệch khuy"
"0",2,,419,"chất liệu vải bị khác so với quần màu be"
"0",2,,430,"mua hàng được vài lần nhưng lần này trải nghiệm khá xấu nút quần đơm lỏng, mới mặc lần đầu bung bay nút"
"0",2,,431,"mua lần 2 rồi mà lần này quần bị xước vải . còn lần trc thì lâu đã vậy còn bị xóa đánh giá nữa nể luôn"
"0",2,,352,"nói chung là không nên tham của rẻ mà mua , quần chán lắm"
"0",1,,245,"mình mua kích cỡ 29 lần 2 nhưng chật thất vọng"
"1",2,,353,"nói chung với giá tien ay thi cung tam đuoc chu noi min mag ti khong nha"
"0",2,,443,"quần như hàng cũ lâu phai màu rất hôm lấy không để ý tưởng như quần như mọi lần mua xong mang đi sửa về mới để ý màu nó phai"
"0",2,,444,"cái đầu được. cái sau lỗi kiểu dáng chật nức phần mông đáy thì ngắn"
"0",2,,445,"cái phi quần đâu cửa hàng ơi"
"0",2,,450,"quần bị rách chổ săn tia hên mình kiểm tra kỹ trước khi mặt không chắt đội quần"
"0",2,,451,"chỉ may lộn xộn, đứt chỉ nhiều chỗ, chất lượng hoàn thiện kém"
"1",2,,362,"quần mặc nhìn xuyên thấu luôn ai muốn mua màu trắng thì không nên nha"
"0",2,,363,"quần mới mua về mang rùi giặt lần 1 mà vải quần đã xù chỉ rất nhiều nó cứ bong bong ra"
"0",2,,364,"mặc được tầm 10 ngày và giờ nó như cái dẻ lau,phần mông và đùi quần xù lên"
"0",2,,365,"kích cỡ 28 cho người 1 tạ"
"0",2,,366,"nói chung thì chất liệu ổn nhưng mà không ffuwocj hừn í cho ălsm nha ahop"
"0",2,,367,"chất liệu ổn, vải cũng không đẹp lắm, đường may còn nhiều chỉ thừa"
"0",2,,368,"nói chung là đặt cỡ 34 mà 34 mua trên này bé hơn rất nhiều khi mua ngoài cửa hàng có lỡ tay cái khuya ở quần ra thế là không cho đổi lại, coi như phí tiền oan, ae mua để ý."
"0",2,,369,"phom quần vải rất mềm không dày, lên không đúng dáng quần bạn nào mua nên cân nhắc ạ"
"0",2,,370,"mặc được 2 lần thì xù hết lông vải lên, thấy rẻ mua 3c mà đúng chán. xù từ đoạn túi ở mông đến đũng quần, tóm lại cả cái quần phía sau nhìn xù hết lên"
"0",2,,371,"quần vừa vặn nhưng phần dây kéo quần, đi đường chỉ lỗi, bị hở, không đẹp"
"0",2,,372,"tôi mua 2 loại rồi . trên cửa hàng nay giá tiền khác nhau mà sân phẩm là giống nhau. với màu này không phải là màu kem . hình như là màu ghi thôi"
"0",2,,373,"quần thì được, nhưng mà séc kéo bị hư :"
"0",2,,374,"năm ngoái mua 2 cái chất mềm đẹp năm nay vừa mỏng vừa cứng, với giá tiền đó cũng xác định tâm lý rồi, nhưng nếu không phải đã mua 2 cái trước thì cug không thất vọng thế này"
"0",2,,375,"quần đẹp nhưng mới mặc đã bung chỉ nhiều chỗ"
"0",2,,376,"giao hàng lâu rất 7 ngày mới nhận, cạp quần thiết kế không đk ựng cho lắm"
"0",2,,377,"lần đầu tôi mua hàng bên cửa hàng này . tôi 1m68 51k s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào. đường mai bên trong rất sơ sài. 150k sửa lại hết 50k để có thể mặc phù hợp.cân nhắc trước khi mua hàng."
"0",2,,397,"lô hàng không đi theo 1 kích cỡ nhất định đợt đầu đặt mặc vừa đợt sau đặt lại cách nhau 3 ngày mà mặc rộng phải đi bóp lại mua hàng không biết đường coi kích cỡ bó tay đặt đồ cách nhau 3 ngày mà khác nhau"
"0",2,,398,"dài rộng, mặc lên kiểu dáng xấu không hợp với mình"
"0",2,,400,"số đo so với số 31 chỗ khác hơi nhỏ mặt trước quần bị gập thế này chỉ đáng 2 sao và mặc được 1 tháng thì thấy bị sổ bông nữa"
"0",2,,399,"sp tốt giao 30 12 10 1 ms có lâu rất lo"
"0",2,,401,"hàng bị mất mút vậy vẫn giao được . tuy vải tốt nhưng không thể chấp nhận được"
"0",2,,402,"đây là lần 2 mình mua. chất lượng vải mỏng hơn so với lần đầu mình mua của cửa hàng may ẩu, đường may không đều, không cắt chỉ, đáy quần bị so le, may rất là ẩu ."
"0",2,,403,"lần trước mua hàng nhưng không vừa và đổi lại kích cỡ qua đó được trải nghiệm dịch vụ của cửa hàng và hãng vận chuyển một cách rất tồi xấu cửa hàng trả lời tin nhắn rất lâu,hỗ trợ cho khách không chuyên nghiệp,quần đổi kích cỡ gửi về cho cửa hàng từ 4 10 mà đến 29,30 10 vẫn không có quần để mặc.shop thì đổ lỗi cho hãng vc"
"0",2,,404,"đặt có 2 cái quần từ hn mà còn lâu hơn hàng từ nước ngoài về mất 2 tuần cuối cùng thì cạp vừa nhưng quần vừa rộng vừa dài phải đi sửa hết nửa cái quần không lẽ bỏ 🙂"
"0",2,,406,"mới mặc được một ngày đi đám cưới mà bị bung chỉ lủng lỗ r"
"1",2,,301,"cửa hàng phục vụ rất kém mình có đặt đơn hàng từ ngày 15 1 đến hnay 22 1 vẫn chưa giao và huỷ luôn đơn hàng của mình mình đã dùng vocher đổi cả freeship có vô nhắn cửa hàng gửi hàn giúp mình cửa hàng tốt nhưng hnay nhận được tbao huỷ hàng còn quần thjf chất lượng tốt ạ chỉ muốn nói đến thái độ cskh không tốt"
"0",2,,292,"mình đặt bị rộng , cửa hàng có hỗ trợ đổi kích cỡ sang mẫu khác, thì bị lỗi đường chị khác màu hở ra phía ngoài cạp lưng nhìn không thẩm mỹ lắm,"
"0",2,,387,"sp áo trắng mỏng làm lộ rất nhiều bên trong áo và quần thì cửa hàng có tư vấn kích cỡ nhưng mặc bị rộng.shop đã báo hỗ trợ 1 chiều nhưng miss làm sp giao trễ và cuối cùng bắt khách chịu tiền giao hàng cả 2 chiều"
"0",2,,388,"m75 60kg mặc kích cỡ 31 sao nó vẫn hơi ngắn ngắn"
"0",2,,389,"vải vitex là gì cũng không biết chỉ biết là mặc được một tuần mông và đũng quần của bạn sẽ xù lên và sơ chỉ như một cái áo len, quần này và quần chỉnh cạp mua cả hai đều bị như nhau. xù kinh. mới mua thấy cũng được mặc một tg vải xù thời tiết hà nội mùa hè nhễ nhại nó dính vào người các bạn đã có một combo đi làm siêu hot tưởng không hot mà hot không tưởng ;"
"2",4,,1039,"mình cao 1m68 mặc kích cỡ 28 là rất vừa luôn"
"0",2,,324,"mình đặt màu đen mà giao màu xám. nhắn tin mà cửa hàng không trả lời"
"1",4,,1049,"quần có vè dài dối với mét 7 có chỉ thừa nhưng vải tạm ổn chấp nhận"
"2",4,,1066,"với giá tiền như z quần rất tốt nha"
"2",4,,1050,"hàng giao hàng nhanh, giá tốt, đóng gói cẩn thận, xin cảm ơnnnnnnnnn"
"0",2,,325,"đai lưng may không chắc"
"0",2,,452,"mua lần 2 nhưng không hài lòng về sản phẩm nhờ cửa hàng cắt gấu có cả ghi chú nhưng cửa hàng lại quên không cắt"
"0",2,,453,"quần ghi kích cỡ 28 nhưng đo như kích cỡ 33 34 thì chịu"
"0",2,,454,"vải hơi mỏng so với lúc tr mình từng mua , đường may cũng xấu hơn , độ hoàn thiện 8 10 from không đẹp"
"0",2,,456,"quần bị thiếu mất khuy cúc"
"0",2,,407,"quần thì cũng được đấy chứ cửa hàng thì không ổn giao thì lâu mà lằng nhằng úa :"
"0",2,,408,"kích cỡ 28 mà lưng rộng 55kg mang còn tuột"
"0",2,,409,"2 cái quần tôi mua chung chỗ này, cùng giá tiền. lần đầu mua quần đen đậm rất ok.nên mới đặt mua thêm 1 cái nữa.lần sau giao chất liệu vải, màu quần không giống như lần đầu , rất bực."
"0",2,,410,"theo đúng bảng kích thước thì mình mặc kích cỡ 29 nhưng không vừa nên phải đặt lại kích cỡ 28 vẫn không vừa"
"0",2,,411,"quần chỉ thừa rất nhiều kéo ra là bung hết luôn"
"0",2,,412,"sản phảm còn nhìu chỉ thừa mua lần 1 quần màu đen khá ưng mà lần 2 mua màu xám thấy quần rất mỏng không được như mong đợi"
"0",2,,413,"quần rộng thùng thình ống chả khác đồ mấy ông già hồi xưa mang,"
"0",2,,414,"kiểu dáng kì rất không đẹp gì hết trơn"
"0",2,,470,"quần đẹp nhưng giao hàng rất lâu."
"0",2,,497,"quần bị lỗi kéo khoá quần"
"0",2,,498,"chất vải không như mình mua lần đầu"
"0",2,,499,"mua kích cỡ 29 mà lưng rất rộng"
"0",2,,503,"đặt 1 màu giao 1 màu"
"0",2,,415,"thật ra đến bây giờ mình đánh giá sp là trc đó mình có dùng một time để viết đgia, vậy mình lỡ xoá hết video và ảnh sản phẩm,điều này mình chắn không biết mọi người dùng như thế nào nhưng quần kém chất lượng rất kì, gấu bị bong hết chỉ khoá thì bị gãy sau 1 mặc dù mình dùng rất cẩn thận, chỉ đũng quần cũng bị rách mà trong khi đó mình mặc có 4 5 lần. giữ gìn rất kỳ luôn. hơi thất vọng về cửa hàng top thịnh hành"
"0",2,,416,"cửa hàng giao sản phẩm lỗi bị rách chỉ thừa tùm lum đổi trả mất mấy hôm còn vải quần dùng thời gian thì bị cứng không còn suông mềm nữa phần túi khi giặt rất dễ bị tưa chỉ với bung cúc quần nhé"
"1",2,,308,"vải dày, mềm, không giữ được kiểu dáng dưới 18t học sinh mặc tốt nhưng lớn hơn thì hơi kì nhìn tù lắm. giá rẻ không đòi hỏi thêm"
"2",4,,889,"quần đẹp nhưng live tư vấn 29 mà lại hơi rộng"
"0",3,,666,"quần bagy nhìn kiểu dáng dáng ổn nhưng đối với mình thì chưa ưng lắm quần co giãn tốt 1 điều khiến mình đánh giá 3s là do quần giao tới 2 cái thì 1 cái bị lỗi quần may bị lỗi khâu 1 phần túi trong lại không sài được phải đem ra tiệm sửa inbox cửa hàng bảo đổi nhưng thấy mất tgian rất cửa hàng không kiểm tra kỹ chất lượng sản phẩm trước khi đóng gói chuyển cho khách hàng"
"0",2,,428,"không giống như trong hình"
"0",2,,429,"bạn chọn kích cỡ quần theo bảng của cửa hàng mà bị ngắn mất tiu"
"2",4,,896,"cửa hàng giao hàng nhanh. quần tốt với giá tiền không đòi hỏi hơn. điểm trừ cho hình ảnh với quần thật không giống nhau, ở chỗ cạp quần nhìn không vừa mắt như ông già, cúc cài và khóa quần không giống ảnh. chỉ quần và ông quần rối và không chắc"
"0",3,,668,"quần rất thì được nhưng mà may xấu kinh khủng nhăn hết cả lai ống quần. thiệt chán không muốn nói"
"1",2,,284,"vai tốt đường may tốt, với mức tiền đó cảm thấy hài lòng tuy nhiên đặt 29 giao 31, rất là rộng không sua được. nên tạm cho 2 . lần này đặt tiếp 1 quần 29 giao đúng thì vào đánh giá lại 5 nè"
"1",4,,897,"đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao"
"2",4,,898,"chất lượng sản phẩm rất tuyệt vời luôn ạ nhưng cửa hàng nên khắc phục về vấn đề chỉ thừa là good job luôn"
"2",4,,899,"hình ảnh chỉ mang tính chất nhận xu quần vải dày dặn, giao hàng nhanh, hôm qua đặt hôm nay có hàng lun nha😉"
"1",2,,316,"lúc giao hàng cho mình thì mở ra xem thấy quần bị rách nhỏ ở phần ống,bù lại chất lượng khá tốt"
"1",2,,317,"nhiều chỉ thừa may lỗi cửa hàng phục vụ rất nhiệt tình"
"1",2,,318,"rất thích cái cách cửa hàng tư vấn kích cỡ"
"0",2,,319,"nhận hàng rồi không mặc được, sản phẩm chưa hoàn thiện đã giao tới khách hàng. mua về phải đem ra tiệm sửa mới mặc được. tốn thời gian phí tiền"
"0",2,,320,"cửa hàng nhiệt tình mình mua hộ đứa e .chất lượng ok.trời đất.gửi về mà quần không có khóa sao mặc"
"0",2,,326,"lúc đầu mở ra không để ý kỹ, sau khi dùng 1 lần thì thấy đáy quần bị thủng 1 lỗ nhỏ thủng không phải rách đáy . tuy là vải quần rất đẹp"
"1",4,,1043,"giao khá nhanh.quần thì chx đạt mong đợi mình lắm nhưng sale với giá đó thì cũng tạm ổn"
"0",2,,427,"đẹp vừa mannc cmms hán c smmx cjxn ạncn x bạn s cjxnmsmskcnd snka hdbcmmco n bãnkncnc soan siwj sm nsnsmmcmcmck"
"0",4,,1069,"màu đen thì độ dàu khá tốt vừa vặn nma màu trắng đúng nó ngắn rất lại cifn nhăn, trả lại thì phiền nên thôi cjo quần đen 5s chứ trắng kem đấy thì 3s thôi"
"0",2,,504,"túi zip rách te tua"
"0",3,,600,"hơi thất vọng. ống quần may rất vênh. đường may gấu rất ngắn nên lên kiểu dáng xấu chất vải thì nói chung phù hợp với giá tiền vải cũng là vải xấu thôi. cạp quần thì hơi cứng. nói chung tiền nào của nấy. thấy lên hình đẹp vậy thôi chứ bình thường lắm."
"1",3,,602,"cửa hàng đóng gói cẩn thận quần ống xuông chất vải khá tốt tuy nhiễn vẫn lỗi vài điểm"
"0",3,,603,"đơn hàng 2 quần mà đóng được 1 hàng. làm thủ tục báo trả thì lỗi."
"0",3,,604,"quần đẹp vải mịn nhưng bị lỗi không có cúc. đặt kích cỡ 30 hơi bị rộng bụng"
"1",3,,605,"quần rất chất lượng, đẹp , vải tốt, nhưng đặt 3 giao 1 đã hoàn tiền , trước đó đã nt lưu ý nhưng vẫn nv nên khá thất vọng"
"0",2,,460,"quần bị lỗi, phần đáy bị séo mặc cứ bị vướng đáy khá khó chịu"
"0",2,,461,"đường may khá là xấu nên không được hài lòng cho lắm"
"0",2,,462,"kích cỡ không đúng, chật, thắt bụng khó chịu, không nên mua 🤬🤬🤬🤬"
"0",2,,463,"mua cho người ta mà thử vô bị rách đáy. hên là chưa đi ra đường bó tay luôn."
"0",2,,464,"kích cỡ 31 hơi rộng với mình quần giặt thấy hơi xù cạp có dải polime giữ kiểu dáng nhma quần mình dảu này bị nhăn mặc bị khó chịu còn lại thì tốt"
"0",2,,465,"cửa hàng nt không thân thiện lắm. hàng không đẹp không ưng ý"
"0",2,,466,"kiểu dáng thì được nhưng vải rất mỏng, không biết những màu khá như nào nhưng trắng rất mỏng, lộ cả túi, lộ đường chỉ ở mông, phản cảm rất"
"0",2,,446,"quần chất lượng thua quần90k ngoài chợ,đường may lỗi nhiều, vải lót trong dễ hỏng và rách,khác video nhà,from xấu nữa lại còn ngắn."
"0",2,,447,"mua 2 cái kích cỡ 28, mà 1 cái rộng 1 cái rất rộng ,hình như không phải kích cỡ 28"
"0",2,,448,"sp cũng bình thường vx có chỉ thừa và bị lem 1 số chỗ"
"0",2,,467,"kiểu dáng quần không đẹp giống nữ. mua về bỏ luôn. ck không thèm ngó nữa"
"0",2,,468,"rất rộng so với bẳng kích cỡ của cửa hàng lùi 1 kích cỡ vẫn rất rộng"
"0",2,,469,"chọn nhầm kích cỡ nên hơi to. nhưng màu rất khác hình. bị ánh xanhh."
"0",2,,449,"quần đẹp vải tốt mà cửa hàng trả lời lâu quáaaa"
"2",4,,868,"sẽ ủng hộ cửa hàng trong thời gian tới"
