sentence,aspect,description,input_text,label
"kích cỡ không đúng, chật, thắt bụng khó chịu, không nên mua 🤬🤬🤬🤬",kieu_dang,kiểu dáng form thiết kế mẫu,"kích cỡ không đúng, chật, thắt bụng khó chịu, không nên mua 🤬🤬🤬🤬 [SEP] kiểu dáng form thiết kế mẫu",0
"giao hàng nhanh. cửa hàng giao đúng số lượng, đúng mẫu. quần siêu đẹp chất vải dày dặn, mềm mại. kiểu dáng quần đẹp đường may chắc chắn. không khác gì so với hàng đặt may. được tặng kèm 1 áo giữ nhiệt hàng tặng kèm nhưng chất lượng cũng siêu ưng, chất vải dày dặn rất luôn ạ ❤️🥰😘😘❤️",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"giao hàng nhanh. cửa hàng giao đúng số lượng, đúng mẫu. quần siêu đẹp chất vải dày dặn, mềm mại. kiểu dáng quần đẹp đường may chắc chắn. không khác gì so với hàng đặt may. được tặng kèm 1 áo giữ nhiệt hàng tặng kèm nhưng chất lượng cũng siêu ưng, chất vải dày dặn rất luôn ạ ❤️🥰😘😘❤️ [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
bị bung chỉ nhiều vài chỗ may không kĩ,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,bị bung chỉ nhiều vài chỗ may không kĩ [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,0
cửa hàng trả lời chậm muốn đổi hàng mà phải tốn phí cả hai chiều trong khi cửa hàng nhắn miễn phí đổi trả cho khách hàng,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,cửa hàng trả lời chậm muốn đổi hàng mà phải tốn phí cả hai chiều trong khi cửa hàng nhắn miễn phí đổi trả cho khách hàng [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
cũng tạm được nhưng thắt lưng bị lệch,doi_tra,đổi trả hoàn tiền bảo hành,cũng tạm được nhưng thắt lưng bị lệch [SEP] đổi trả hoàn tiền bảo hành,0
"quần siu đẹp đường may đẹp không có chỉ thừa, nhìn như này không nghĩ là giá rẻ vậy luôn, giao hàng cũng khá nhanh và đóng gói cẩn thận",uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,"quần siu đẹp đường may đẹp không có chỉ thừa, nhìn như này không nghĩ là giá rẻ vậy luôn, giao hàng cũng khá nhanh và đóng gói cẩn thận [SEP] uy tín shop cửa hàng đáng tin",0
"mình không hiểu tại sao lúc nào nút cài cũng bị rạch ra trước chứ không phải để nguyên như những brand khác. cảm gíc như hàng đã qua sử dụng hoặc giao hàng sample, trưng bày cho mình. đường chỉ may vừa ổn chiều dài quần: ngắn, bạn mặc kích cỡ 30 nhưng phải order 31 về bóp eo lại thì mới đẹp chiều dài kiểu dáng quần chuẩn: suông vừa, không bó, không rộng, giấu được chân cong",gia_ca,giá giá tiền mắc rẻ,"mình không hiểu tại sao lúc nào nút cài cũng bị rạch ra trước chứ không phải để nguyên như những brand khác. cảm gíc như hàng đã qua sử dụng hoặc giao hàng sample, trưng bày cho mình. đường chỉ may vừa ổn chiều dài quần: ngắn, bạn mặc kích cỡ 30 nhưng phải order 31 về bóp eo lại thì mới đẹp chiều dài kiểu dáng quần chuẩn: suông vừa, không bó, không rộng, giấu được chân cong [SEP] giá giá tiền mắc rẻ",0
"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất :",doi_tra,đổi trả hoàn tiền bảo hành,"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất : [SEP] đổi trả hoàn tiền bảo hành",0
quần đẹp vải tốt mà cửa hàng trả lời lâu quá,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,quần đẹp vải tốt mà cửa hàng trả lời lâu quá [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,1
quần mua tặng nên không có hình ảnh chọn kích cỡ theo số đo của cửa hàng nhưng m75 nặng 60 cân mặc vừa cộc vừa chật cũng có nhắn cho cửa hàng để đổi kích cỡ rồi nhưng vì không có tgian nên thôi kệ vậy cửa hàng cbi hàng lâu lắm đến khi bạn nhắn tin cho cửa hàng rồi mãi ms được giao cho bên vc,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,quần mua tặng nên không có hình ảnh chọn kích cỡ theo số đo của cửa hàng nhưng m75 nặng 60 cân mặc vừa cộc vừa chật cũng có nhắn cho cửa hàng để đổi kích cỡ rồi nhưng vì không có tgian nên thôi kệ vậy cửa hàng cbi hàng lâu lắm đến khi bạn nhắn tin cho cửa hàng rồi mãi ms được giao cho bên vc [SEP] uy tín shop cửa hàng đáng tin,0
quần không có cúc sao mặc,gia_cong,đường may gia công chỉ may,quần không có cúc sao mặc [SEP] đường may gia công chỉ may,1
túi zip rách te tua,gia_cong,đường may gia công chỉ may,túi zip rách te tua [SEP] đường may gia công chỉ may,1
"giao hàng nhanh. cửa hàng giao đúng số lượng, đúng mẫu. quần siêu đẹp chất vải dày dặn, mềm mại. kiểu dáng quần đẹp đường may chắc chắn. không khác gì so với hàng đặt may. được tặng kèm 1 áo giữ nhiệt hàng tặng kèm nhưng chất lượng cũng siêu ưng, chất vải dày dặn rất luôn ạ ❤️🥰😘😘❤️",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"giao hàng nhanh. cửa hàng giao đúng số lượng, đúng mẫu. quần siêu đẹp chất vải dày dặn, mềm mại. kiểu dáng quần đẹp đường may chắc chắn. không khác gì so với hàng đặt may. được tặng kèm 1 áo giữ nhiệt hàng tặng kèm nhưng chất lượng cũng siêu ưng, chất vải dày dặn rất luôn ạ ❤️🥰😘😘❤️ [SEP] chất lượng tốt xấu thất vọng hài lòng",0
giao đúng mẫu và kích cỡ đóng gói tốt đã mua nhìu lần tốt nha vải và phom đẹp giá săn sale rất tốt luôn mọi người nên mua nha mình sẽ ủng hộ cửa hàng khi cần nữa nha thank cửa hàng nhìu nha,dong_goi,đóng gói bao bì đóng hộp,giao đúng mẫu và kích cỡ đóng gói tốt đã mua nhìu lần tốt nha vải và phom đẹp giá săn sale rất tốt luôn mọi người nên mua nha mình sẽ ủng hộ cửa hàng khi cần nữa nha thank cửa hàng nhìu nha [SEP] đóng gói bao bì đóng hộp,1
"quần  chất lượng, đẹp , vải tốt, nhưng đặt 3 giao 1 đã hoàn tiền , trước đó đã nt lưu ý nhưng vẫn nv nên khá thất vọng",dong_goi,đóng gói bao bì đóng hộp,"quần  chất lượng, đẹp , vải tốt, nhưng đặt 3 giao 1 đã hoàn tiền , trước đó đã nt lưu ý nhưng vẫn nv nên khá thất vọng [SEP] đóng gói bao bì đóng hộp",1
rất thất vọng. trước khi đặt mua đã hỏi cửa hàng bảo kích cỡ 26 vừa mà khi lấy hàng thì như cho người béo mặc. lưng rộng thế này làm sao mặc..,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,rất thất vọng. trước khi đặt mua đã hỏi cửa hàng bảo kích cỡ 26 vừa mà khi lấy hàng thì như cho người béo mặc. lưng rộng thế này làm sao mặc.. [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
quần đẹp vải mịn nhưng bị lỗi không có cúc. đặt kích cỡ 30 hơi bị rộng bụng,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,quần đẹp vải mịn nhưng bị lỗi không có cúc. đặt kích cỡ 30 hơi bị rộng bụng [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,0
kém chất lượng quần không giống hình treo đầu dê bán thịt chó,chat_luong,chất lượng tốt xấu thất vọng hài lòng,kém chất lượng quần không giống hình treo đầu dê bán thịt chó [SEP] chất lượng tốt xấu thất vọng hài lòng,1
cửa hàng tư vấn sai kích cỡ kích cỡ rất to. mọi ng nên giảm bớt 1 kích cỡ nhé,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,cửa hàng tư vấn sai kích cỡ kích cỡ rất to. mọi ng nên giảm bớt 1 kích cỡ nhé [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
"rất rộng so với bảng kích cỡ kiểu dáng quần không đẹp , nhiều chỉ thừa",giao_hang,ship giao hàng vận chuyển giao lâu,"rất rộng so với bảng kích cỡ kiểu dáng quần không đẹp , nhiều chỉ thừa [SEP] ship giao hàng vận chuyển giao lâu",0
cửa hàng nên kiểm tra kĩ sản phẩm trước khi giao hàng hàng cho khách nha.,do_ben,độ bền bền rách bung hỏng,cửa hàng nên kiểm tra kĩ sản phẩm trước khi giao hàng hàng cho khách nha. [SEP] độ bền bền rách bung hỏng,0
"quần có bị bung chỉ, nhắn tin không thấy cửa hàng phản hồi aaaaaaaassss",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"quần có bị bung chỉ, nhắn tin không thấy cửa hàng phản hồi aaaaaaaassss [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",1
"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
trước mình đặt 1 quần rồi mặc thích lắm nhưng lần này đặt thêm kiểu dáng dáng nó xấu hơn cái trước lắm,kieu_dang,kiểu dáng form thiết kế mẫu,trước mình đặt 1 quần rồi mặc thích lắm nhưng lần này đặt thêm kiểu dáng dáng nó xấu hơn cái trước lắm [SEP] kiểu dáng form thiết kế mẫu,1
quần đẹp vải tốt mà cửa hàng trả lời lâu quá,chat_lieu,vải chất liệu vải thun cotton jean kaki,quần đẹp vải tốt mà cửa hàng trả lời lâu quá [SEP] vải chất liệu vải thun cotton jean kaki,1
"mua lần 2 nhưng khá thất vọng giao hàng 4 ngày nhưng đến 10 ngày chờ vì bị quên chất vải thấy không đẹp như lần đầu đau bự lièn khó bóp sửa giá cao hơn, lần trước có 2 khuy cài nhìn rất chắc chắn quần mới chỉ có 1 nút. khá thất vọng",kieu_dang,kiểu dáng form thiết kế mẫu,"mua lần 2 nhưng khá thất vọng giao hàng 4 ngày nhưng đến 10 ngày chờ vì bị quên chất vải thấy không đẹp như lần đầu đau bự lièn khó bóp sửa giá cao hơn, lần trước có 2 khuy cài nhìn rất chắc chắn quần mới chỉ có 1 nút. khá thất vọng [SEP] kiểu dáng form thiết kế mẫu",0
vải và kiểu dáng khá dày và đứng nhưng phần thắt lưng làm bị lỗi nút khi cài vào bị đùn và thắt lưng may không khéo lắm,chat_lieu,vải chất liệu vải thun cotton jean kaki,vải và kiểu dáng khá dày và đứng nhưng phần thắt lưng làm bị lỗi nút khi cài vào bị đùn và thắt lưng may không khéo lắm [SEP] vải chất liệu vải thun cotton jean kaki,1
"dài rộng, mặc lên kiểu dáng xấu không hợp với mình",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"dài rộng, mặc lên kiểu dáng xấu không hợp với mình [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng",kieu_dang,kiểu dáng form thiết kế mẫu,"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng [SEP] kiểu dáng form thiết kế mẫu",0
vải tốt nhưng chất lượng may xấu không kỹ.,chat_lieu,vải chất liệu vải thun cotton jean kaki,vải tốt nhưng chất lượng may xấu không kỹ. [SEP] vải chất liệu vải thun cotton jean kaki,1
"lúc giao hàng cho mình thì mở ra xem thấy quần bị rách nhỏ ở phần ống,bù lại chất lượng khá tốt",dong_goi,đóng gói bao bì đóng hộp,"lúc giao hàng cho mình thì mở ra xem thấy quần bị rách nhỏ ở phần ống,bù lại chất lượng khá tốt [SEP] đóng gói bao bì đóng hộp",0
đặt có 2 cái quần từ hn mà còn lâu hơn hàng từ nước ngoài về mất 2 tuần cuối cùng thì cạp vừa nhưng quần vừa rộng vừa dài phải đi sửa hết nửa cái quần không lẽ bỏ 🙂,giao_hang,ship giao hàng vận chuyển giao lâu,đặt có 2 cái quần từ hn mà còn lâu hơn hàng từ nước ngoài về mất 2 tuần cuối cùng thì cạp vừa nhưng quần vừa rộng vừa dài phải đi sửa hết nửa cái quần không lẽ bỏ 🙂 [SEP] ship giao hàng vận chuyển giao lâu,1
"chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé",chat_lieu,vải chất liệu vải thun cotton jean kaki,"chất vải dày dặn, đường xếp ly đẹp e mình m70 nặng 48kg nên chọn kích cỡ 28 ban đầu cũng sợ rộng nhưng mà lúc nhận hàng mặc vào vừa khít luôn ạ. chiều dài quần vừa tới mắt cá chân nhé [SEP] vải chất liệu vải thun cotton jean kaki",1
"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình",gia_cong,đường may gia công chỉ may,"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình [SEP] đường may gia công chỉ may",1
kích cỡ 31 hơi rộng với mình quần giặt thấy hơi xù cạp có dải polime giữ kiểu dáng nhma quần mình dảu này bị nhăn mặc bị khó chịu còn lại thì tốt,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,kích cỡ 31 hơi rộng với mình quần giặt thấy hơi xù cạp có dải polime giữ kiểu dáng nhma quần mình dảu này bị nhăn mặc bị khó chịu còn lại thì tốt [SEP] uy tín shop cửa hàng đáng tin,0
đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng. vải quần nóng phù hợp mặc thu đông.thua hàng chợ bán cho công nhân,chat_luong,chất lượng tốt xấu thất vọng hài lòng,đường kim mũi chỉ cẩu thả. chỉ thừa nhiều. vải lót túi bằng nylong cứng. vải quần nóng phù hợp mặc thu đông.thua hàng chợ bán cho công nhân [SEP] chất lượng tốt xấu thất vọng hài lòng,0
"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"hàng đẹp giao hàng nhanh, rẻ, đúng với mô tả cửa hàng cửa hàng tư vấn nhiệt tình [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",0
"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
"đường may chuẩn , ít chỉ thừa , chất liệu ổn, tuy nhiên màu không được sáng như trong live , màu hơi tối. cửa hàng tư vấn kích cỡ đúng",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"đường may chuẩn , ít chỉ thừa , chất liệu ổn, tuy nhiên màu không được sáng như trong live , màu hơi tối. cửa hàng tư vấn kích cỡ đúng [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
mua lần 1 quần tốt mua lần 2 quần bị rách đáy nhỏ và túi quần sau ngắn hơn nhiều so với quần mua lần 1,chat_luong,chất lượng tốt xấu thất vọng hài lòng,mua lần 1 quần tốt mua lần 2 quần bị rách đáy nhỏ và túi quần sau ngắn hơn nhiều so với quần mua lần 1 [SEP] chất lượng tốt xấu thất vọng hài lòng,1
"màu đen đẹp màu kem cũ nhàu, có chấm đen và vết ố nhỏ ở ống, sai số cũng bị lệch, như hàng cũ",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"màu đen đẹp màu kem cũ nhàu, có chấm đen và vết ố nhỏ ở ống, sai số cũng bị lệch, như hàng cũ [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",1
"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng",mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,"quần ổn vừa phải với giá tiền,giao hàng lâu, khi tôi hủy đơn để thay đổi địa chỉ nhận hàng thì cửa hàng lại không chấp nhận , trong khi thời gian chuẩn bị hàng thì lại đến 3 4 ngày làm tôi rất khó khăn trong việc nhận hàng [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu",0
"quần đẹp ạ, mặc được vài lần thì bung chỉ các thứ, chỉ may khá mỏng nên dễ bung lắm mọi người à. chắc được cái quần mặc thoải mái thôi",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"quần đẹp ạ, mặc được vài lần thì bung chỉ các thứ, chỉ may khá mỏng nên dễ bung lắm mọi người à. chắc được cái quần mặc thoải mái thôi [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",0
"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước",gia_cong,đường may gia công chỉ may,"sản phẩm không như mong muốn, đường line quần không rõ, quần rộng. rất thất vọng so với lần mua trước [SEP] đường may gia công chỉ may",1
"thật sự mở sản phẩm ra thấy bao đựng đầy đủ mà mở ra hết cả hồn, mình không biết cửa hàng packing hay để ở đâu mà thành ra như vậy mình khá thất vọng khi nhận hàng và không muốn thử vì rất nhiều kiến lửa. đây là lần đầu mình bị và cũng là lần cuối, mình đăng lên để mọi người và cửa hàng cẩn thận hơn nhé. mình cảm ơn.",do_ben,độ bền bền rách bung hỏng,"thật sự mở sản phẩm ra thấy bao đựng đầy đủ mà mở ra hết cả hồn, mình không biết cửa hàng packing hay để ở đâu mà thành ra như vậy mình khá thất vọng khi nhận hàng và không muốn thử vì rất nhiều kiến lửa. đây là lần đầu mình bị và cũng là lần cuối, mình đăng lên để mọi người và cửa hàng cẩn thận hơn nhé. mình cảm ơn. [SEP] độ bền bền rách bung hỏng",0
"giao hàng siêu nhanh, nhưng nhắn nhờ cửa hàng cắt ngắn giúp, cửa hàng trả lời tốt rồi mà lúc nhận vẫn chưa cắt, đây là lần thứ 2 mình bị như vậy rồi.",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"giao hàng siêu nhanh, nhưng nhắn nhờ cửa hàng cắt ngắn giúp, cửa hàng trả lời tốt rồi mà lúc nhận vẫn chưa cắt, đây là lần thứ 2 mình bị như vậy rồi. [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",1
"sản phẩm lỗi,ko được hỗ trợ",dong_goi,đóng gói bao bì đóng hộp,"sản phẩm lỗi,ko được hỗ trợ [SEP] đóng gói bao bì đóng hộp",0
" quần rất rộng lại ngắn nhắn tin thì trả lời chậm rất lâu luôn , gọi cho cửa hàng thì không gọi được thế mà lúc gửi nhận hành còn kèm theo tờ giấy lỗi hay gì hoàn trả 100 quần tốt so với giá tiền dịch vụ kém các bạn cân nhắc khi mua nhé lỗi hay hoàn trả gì đấy thì coi như mang mà đi sửa",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật," quần rất rộng lại ngắn nhắn tin thì trả lời chậm rất lâu luôn , gọi cho cửa hàng thì không gọi được thế mà lúc gửi nhận hành còn kèm theo tờ giấy lỗi hay gì hoàn trả 100 quần tốt so với giá tiền dịch vụ kém các bạn cân nhắc khi mua nhé lỗi hay hoàn trả gì đấy thì coi như mang mà đi sửa [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",1
"đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao",chat_lieu,vải chất liệu vải thun cotton jean kaki,"đây là lần thứ n mua , rất ưng , chất vải dày dặn , dễ phối đồ , nhưng mà lần này mua quần bị nhược điểm là vải thừa ở gấu quần : sắn lên hơi mất thẩm mĩ nhưng không sao [SEP] vải chất liệu vải thun cotton jean kaki",1
chưa nói đến chất lượng hàng nhưng giao hàng chậm tới mình mất gần tuần. đổi hàng gửi lại hàng chật cho cửa hàng xong nhắn hỏi trạng thái đơn đã gửi lại chưa không hề trả lời,uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,chưa nói đến chất lượng hàng nhưng giao hàng chậm tới mình mất gần tuần. đổi hàng gửi lại hàng chật cho cửa hàng xong nhắn hỏi trạng thái đơn đã gửi lại chưa không hề trả lời [SEP] uy tín shop cửa hàng đáng tin,0
"tư vấn thì bị rộng kích cỡ giao thì nhanh, mà đổi hàng thi tới 17 ngày làm ăn không hiểu được",uy_tin_cua_hang,uy tín shop cửa hàng đáng tin,"tư vấn thì bị rộng kích cỡ giao thì nhanh, mà đổi hàng thi tới 17 ngày làm ăn không hiểu được [SEP] uy tín shop cửa hàng đáng tin",0
quần fom đẹp lắm ạ chất vải ổn luôn đường may chắc chắn không có chỉ thừa đáng tiền lắm ă ạ đã mua 2 lần chắc chắn lương sau sẽ mua tiếp,gia_ca,giá giá tiền mắc rẻ,quần fom đẹp lắm ạ chất vải ổn luôn đường may chắc chắn không có chỉ thừa đáng tiền lắm ă ạ đã mua 2 lần chắc chắn lương sau sẽ mua tiếp [SEP] giá giá tiền mắc rẻ,1
"đây là lần thứ 2 mua lại sản phẩm này chỉ là khác màu thôi nhưng mà đợt này thì quần có điểm trừ lớn nhất là còn nhiều chỉ thừa. nhìn chung quần đẹp đúng màu, giao hàng nhanh, kiểu dáng đẹp",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"đây là lần thứ 2 mua lại sản phẩm này chỉ là khác màu thôi nhưng mà đợt này thì quần có điểm trừ lớn nhất là còn nhiều chỉ thừa. nhìn chung quần đẹp đúng màu, giao hàng nhanh, kiểu dáng đẹp [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",0
tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa.,giao_hang,ship giao hàng vận chuyển giao lâu,tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa. [SEP] ship giao hàng vận chuyển giao lâu,0
hàng ok giao hàng chậm trả lời tin nhắn chậm,giao_hang,ship giao hàng vận chuyển giao lâu,hàng ok giao hàng chậm trả lời tin nhắn chậm [SEP] ship giao hàng vận chuyển giao lâu,1
"quần đẹp,175cm 55kg nên kích cỡ 30 thì hợp hơn 29 ạ,nên mua",chat_luong,chất lượng tốt xấu thất vọng hài lòng,"quần đẹp,175cm 55kg nên kích cỡ 30 thì hợp hơn 29 ạ,nên mua [SEP] chất lượng tốt xấu thất vọng hài lòng",1
quần đẹp đóng gói ổn. giao hàng siêu nhanh. nhưng chỉ thừa nhiều.,giao_hang,ship giao hàng vận chuyển giao lâu,quần đẹp đóng gói ổn. giao hàng siêu nhanh. nhưng chỉ thừa nhiều. [SEP] ship giao hàng vận chuyển giao lâu,1
bốc phốt cửa hàng quần giá rẻ nhưng chất lượng đẹp xò rất nhaaaa. ngừi iuu mình m79 65kg mặc kích cỡ 31 vừa inn luônnn. nên mua nhé mọi người uii. mình sẽ mua lại ủng hộ shoppp ,kieu_dang,kiểu dáng form thiết kế mẫu,bốc phốt cửa hàng quần giá rẻ nhưng chất lượng đẹp xò rất nhaaaa. ngừi iuu mình m79 65kg mặc kích cỡ 31 vừa inn luônnn. nên mua nhé mọi người uii. mình sẽ mua lại ủng hộ shoppp  [SEP] kiểu dáng form thiết kế mẫu,0
mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy,dong_goi,đóng gói bao bì đóng hộp,mặc được đúng 1 lần bung chỉ. đây là chiếc thứ 2 bị như vậy [SEP] đóng gói bao bì đóng hộp,0
